,,,,,,,,,,,,,,,,,,,,,,,,
idpub,brdxdy,sexrsp,deatyr,pi5760,pop57,yrer74,mx001rer,ru024rec,mz023rer,gx201re,gu024re,iz023rer,gi503re,hx201re,hu024re,jz023rer,hi503rea,q1x001rer,q1u024re,q1z023rer,q1i503rea,q1c003re,hd201kd,dglev
907920,39,1,2008,80,7,116,4,0,1,2,0,1,0,,,,,,,,,,,-2
907922,-3,1,-2,-3,6,-3,,,,,,,,,,,,,,,,,,-3
907931,39,2,-2,66,9,0,1,0,6,2,0,12,6,1,-2,20,8,3,-2,4,5,1,4,-2
907934,40,2,-2,69,9,0,,0,,3,0,2,11,2,-2,,7,4,-2,10,12,1,2,-2
907935,39,1,2014,32,6,70,,,,,,,,,,,,,,,,,,-2
907936,38,2,-2,16,5,0,5,-2,3,2,-2,2,-2,3,-2,3,-2,,,,,,1,3
907937,38,1,-2,41,4,110,5,0,3,2,0,2,6,2,-2,2,6,4,-2,8,4,1,1,-2
907938,38,1,-2,79,3,58,4,0,0,3,,0,,3,0,-29,2,,,,,,2,-2
907941,39,1,-2,57,5,200,4,0,2,1,0,0,8,1,-2,,6,5,-2,0,10,1,0,4
907948,39,2,-2,75,9,-3,5,0,4,1,7,3,11,1,-2,12,11,4,-2,4,6,1,3,2
907960,39,2,2017,62,4,25,,0,,,,,,,,,,,,,,,,-2
907961,39,1,-2,60,7,130,4,-2,4,1,-2,8,-2,1,-2,8,-2,,,,,,4,2
907962,40,1,-2,72,9,80,4,0,2,4,0,,8,3,-2,12,4,3,-2,0,7,2,8,-2
907964,39,2,-2,26,6,130,5,-3,12,,,,,,,,,,,,,,,-2
907971,39,2,-2,79,3,0,,,,1,0,16,11,1,-2,-29,-2,5,-2,0,11,1,0,3
907972,39,1,2019,76,5,186,5,0,3,1,0,5,6,1,-2,5,11,,,,,,5,2
907979,39,2,2010,105,9,0,4,-2,6,3,-2,3,-2,,,,,,,,,,,-2
907981,38,1,-2,65,3,140,5,0,1,3,0,2,7,2,-2,8,8,4,-2,4,7,1,2,-2
907982,-3,1,-2,98,2,-3,,,,,,,,,,,,,,,,,,-3
907986,38,1,-2,41,5,155,4,0,4,3,0,6,4,2,-2,2,4,3,7,0,0,1,5,-2
907987,39,2,-2,109,2,120,,,,3,0,4,2,4,4,,9,,,,,,0,-2
907999,38,1,1970,11,6,-3,,,,,,,,,,,,,,,,,,-3
908000,38,2,1998,-3,3,0,,,,,,,,,,,,,,,,,,-2
908001,39,2,-2,90,4,400,4,6,1,2,-2,0,11,2,-2,-29,10,4,-2,12,6,2,4,3
908005,39,2,-2,40,4,20,4,0,3,2,0,4,8,2,-2,6,5,4,-2,0,7,1,2,-2
908007,39,2,-2,50,6,0,4,0,3,2,0,2,4,2,-2,-29,4,5,-2,0,10,1,5,-2
908008,39,2,-2,7,5,18,3,6,0,4,0,1,6,4,6,0,6,4,-2,0,5,1,3,-2
908011,38,2,-2,58,4,115,5,0,4,3,0,12,6,3,7,12,7,4,5,1,6,1,1,2
908027,40,2,-2,60,6,0,4,6,8,2,6,2,6,2,5,9,5,4,-2,6,4,2,6,-2
908028,40,1,-2,47,5,-3,4,0,0,,,,,,,,,,,,,,,2
908031,39,1,-2,-3,2,78,4,0,10,1,0,5,8,3,-2,3,10,4,-2,3,6,1,3,-2
908034,38,1,2018,-3,3,102,4,0,2,3,0,0,6,3,-2,-29,7,,,,,,4,-2
908037,39,1,-2,78,8,240,4,0,6,3,0,1,-3,3,-2,2,8,3,5,1,6,1,3,-2
908039,39,1,1992,98,7,180,,,,,,,,,,,,,,,,,,3
908043,39,2,-2,-3,2,0,4,0,12,2,0,3,11,1,-2,2,11,5,-2,15,12,2,3,-2
908045,39,2,-2,36,3,0,,-2,,3,0,2,11,3,-2,3,7,4,5,4,1,1,4,-2
908050,39,2,-2,56,6,0,4,-2,2,1,-2,3,-2,1,-2,-29,-2,,,,,,0,3
908055,38,2,2009,83,8,3,,0,,3,0,,6,,,,,,,,,,,-2
908056,39,2,2019,9,4,0,,0,,2,0,6,10,4,5,6,8,,,,,,3,-2
908057,39,2,2018,43,5,0,,0,,3,0,,10,3,-2,,7,,,,,,4,2
908058,39,1,2019,55,4,120,4,0,0,1,0,1,5,,,,,,,,,,,-2
908059,38,2,-2,44,7,140,,,,,,,,,,,,,,,,,,3
908060,38,2,2013,77,4,0,4,0,1,1,0,6,10,5,-27,0,-27,,,,,,4,-2
908061,39,2,-2,-3,7,0,,,,4,,10,,,,,,,,,,,,-2
908062,39,2,2002,86,4,0,,0,,,,,,,,,,,,,,,,-2
908066,40,2,2012,64,5,0,3,-2,20,,,,,,,,,,,,,,,-2
908074,39,2,-2,57,7,78,4,0,10,3,0,4,12,3,-2,3,11,3,-2,0,10,0,0,-2
908076,39,2,-2,47,3,38,4,0,12,1,0,4,10,1,-2,6,9,5,-2,30,8,1,4,-2
908078,39,1,-2,66,2,120,4,-2,3,2,-2,4,-2,2,-2,2,-2,,,,,,3,-2
908079,38,1,-2,238,6,440,4,0,10,2,0,6,5,3,-2,4,5,5,-2,6,4,1,4,-2
908084,39,2,-2,32,2,-3,4,0,2,1,0,4,7,2,-2,3,8,5,-2,2,6,2,2,-2
908085,38,1,2010,32,3,110,4,-2,4,1,-2,4,-2,,,,,,,,,,,-2
908086,-3,1,1992,35,3,-3,,,,,,,,,,,,,,,,,,-3
908089,40,1,1990,58,6,170,,,,,,,,,,,,,,,,,,-2
908097,39,1,2008,98,7,130,,,,2,0,6,11,,,,,,,,,,,-2
908098,39,2,-2,-3,3,0,,0,,1,0,4,11,2,-2,4,6,5,-2,0,12,1,2,1
908099,39,2,-2,-3,2,2,5,0,4,2,0,10,5,1,-2,8,9,4,-2,12,6,1,2,2
908100,39,1,2009,47,9,0,,0,,3,0,,8,,,,,,,,,,,-2
908102,-3,1,-2,55,6,-3,,,,,,,,,,,,,,,,,,-3
908104,39,2,-2,110,5,21,,0,,2,0,,11,2,-2,,10,4,-2,0,6,1,4,-2
908109,39,2,-2,23,3,0,5,0,3,2,0,6,-3,2,1,4,8,4,-2,2,7,1,2,2
908112,38,1,-2,137,9,0,,0,,1,-5,,-5,,,,,4,-2,0,8,-3,,-2
908115,39,2,-2,29,4,0,,,,1,0,4,6,,,,,,,,,,,-2
908116,39,1,-2,79,5,210,5,0,0,2,0,,8,2,-2,1,6,4,-2,4,5,1,5,1
908118,39,1,-2,137,5,290,5,-2,3,1,-2,2,-2,1,-2,5,-2,,,,,,3,3
908120,38,1,-2,145,4,150,4,-2,4,2,-2,2,-2,3,-2,-29,-2,,,,,,3,-2
908123,39,1,2011,39,4,220,5,0,3,3,0,3,10,3,-2,3,8,,,,,,2,2
908124,39,2,2013,43,2,23,4,5,4,3,6,2,6,4,7,0,7,,,,,,6,-2
908125,39,2,-2,-3,7,10,3,6,3,4,0,2,5,4,-2,3,5,,,,,,5,-2
908126,39,1,-2,48,3,150,,0,,3,0,1,11,3,-2,1,10,3,-2,1,4,1,1,2
908129,39,2,2014,35,2,0,3,5,6,4,,4,,3,-2,,5,,,,,,5,-2
908130,39,1,2013,-3,2,0,,0,,2,-2,2,10,,,,,,,,,,,-2
908132,39,2,-2,37,6,4,5,0,5,2,0,4,1,,,,,3,-2,1,2,1,,-2
908136,38,1,2008,77,5,110,,,,1,-2,-3,-2,,,,,,,,,,,-2
908137,39,1,-2,67,9,72,4,0,2,2,,1,,,,,,,,,,,,-2
908138,38,1,2015,51,6,107,3,0,4,2,0,8,6,,,,,,,,,,,-2
908139,39,2,-2,45,2,57,4,0,5,2,0,2,12,2,-2,0,10,4,-2,5,12,1,2,2
908143,38,1,1987,-3,6,100,,,,,,,,,,,,,,,,,,-2
908144,39,1,1995,88,6,0,,,,,,,,,,,,,,,,,,-2
908152,39,2,1998,21,3,0,1,0,8,,,,,,,,,,,,,,,-2
908155,-3,1,-2,114,9,-3,,,,,,,,,,,,,,,,,,-3
908157,39,2,2017,57,7,-3,,0,,,,,,,,,,,,,,,,-2
908160,40,2,-2,-3,2,197,4,-2,20,,,,,2,-2,5,-2,,,,,,3,2
908162,39,2,-2,24,2,45,4,0,2,2,7,0,9,3,2,1,11,3,-2,0,6,1,5,-2
908167,39,1,-2,47,2,0,4,0,6,2,0,1,10,2,-2,2,7,4,6,3,6,1,3,-2
908169,39,1,1996,31,3,106,4,0,0,,,,,,,,,,,,,,,-2
908170,38,1,-2,129,4,250,4,4,1,3,0,3,7,3,-2,2,6,3,-2,1,5,1,2,3
908171,39,1,-2,45,6,150,4,0,0,4,-5,,-5,,,,,,,,,,,-2
908175,39,2,2019,39,4,24,5,0,4,3,0,3,8,2,-2,6,6,,,,,,3,-2
908177,38,1,2014,112,8,200,4,0,4,2,0,2,10,3,-2,4,6,,,,,,0,-2
908179,39,2,-2,45,6,0,4,0,6,2,0,3,6,2,-2,3,4,5,-2,3,4,1,3,2
908180,39,2,-2,56,6,35,,-2,,1,-2,10,-2,1,-2,-29,-2,,,,,,4,-2
908181,38,1,-2,17,5,130,4,-2,0,2,-2,4,-2,2,-2,4,-2,,,,,,4,-2
908182,38,1,-2,87,4,150,,,,,,,,,,,,,,,,,,-2
908184,39,2,-2,105,7,0,4,5,0,3,4,,9,3,-2,2,10,4,4,0,8,3,4,-2
908189,39,1,-2,58,3,180,4,6,2,1,7,,0,2,5,,5,4,-2,0,6,2,6,-2
908191,39,2,2012,61,2,55,4,0,5,2,0,6,10,3,-2,3,11,,,,,,2,2
908193,38,2,-2,43,2,0,4,0,4,1,0,5,6,2,-2,7,8,4,6,1,5,1,4,-2
908194,39,2,-2,41,6,43,4,-2,2,1,0,-3,8,2,-2,0,11,5,-2,2,8,1,2,-2
908195,39,1,-2,71,2,150,5,0,0,3,0,0,6,2,-2,-29,6,3,6,0,5,3,4,-2
908198,39,2,-2,96,6,12,4,0,3,3,0,1,10,3,-2,3,8,2,-2,2,6,1,4,2
908202,39,2,2005,106,6,115,5,5,6,3,0,6,7,,,,,,,,,,,-2
908205,39,2,-2,59,2,25,5,0,8,2,0,6,10,3,-2,10,7,4,-2,2,5,1,2,-2
908207,39,2,1994,-3,7,60,4,0,10,,,,,,,,,,,,,,,2
908208,39,2,-2,76,9,0,5,6,1,1,6,0,10,1,-2,0,6,5,-2,0,7,1,4,2
908211,39,2,2017,21,2,40,3,0,2,3,0,4,11,5,-2,4,6,,,,,,5,-2
908212,38,2,-2,46,6,0,,0,,,,,,,,,,,,,,,,-2
908240,39,1,2018,64,5,130,,-2,,,,,,2,-2,,-2,,,,,,5,-2
908241,39,1,2005,12,2,-3,,-2,,,,,,,,,,,,,,,,-2
908246,38,1,2010,-3,3,120,4,0,4,3,0,2,4,,,,,,,,,,,-2
908248,-3,1,2012,31,4,-3,,,,,,,,,,,,,,,,,,-3
908250,38,1,-2,52,2,150,4,-2,3,1,-2,1,-2,3,-2,3,-2,,,,,,2,-2
908252,40,2,-2,85,9,156,5,6,4,2,4,5,11,2,-2,7,8,5,-2,0,6,1,0,3
908255,39,1,-2,998,4,148,3,0,5,4,0,2,9,3,-2,2,5,3,4,3,5,1,3,-2
908258,39,1,-2,33,2,140,5,-2,5,1,-2,8,-2,2,-2,0,-2,,,,,,5,-2
908266,39,2,-2,59,7,11,,,,,,,,,,,,,,,,,,-2
908271,39,2,-2,25,3,0,5,6,4,2,0,3,12,2,-2,-29,9,4,4,1,5,1,3,-2
908276,39,2,2010,28,9,95,4,0,4,1,0,,7,4,-2,,6,,,,,,0,3
908277,39,1,2004,-3,4,-3,,0,,1,0,,7,,,,,,,,,,,-2
908281,39,1,1972,72,4,-3,,,,,,,,,,,,,,,,,,-3
908283,39,1,1972,6,3,-3,,,,,,,,,,,,,,,,,,-3
908286,38,1,-2,71,8,135,4,0,3,3,0,1,1,2,-2,2,6,4,-2,4,0,1,2,-2
908288,39,1,-2,253,9,270,5,0,5,2,0,12,11,1,-2,8,10,,,,,,4,-2
908290,39,2,-2,125,9,1,,,,,,,,,,,,,,,,,,-2
908294,39,2,-2,-3,5,105,4,-2,3,3,3,0,10,3,-2,10,9,4,-2,0,10,1,3,-2
908296,39,2,-2,-3,3,75,4,0,6,3,0,5,12,3,-2,3,5,4,-2,3,10,0,3,-2
908298,38,2,-2,32,9,0,,4,,1,0,10,0,1,-2,2,0,3,-2,0,-2,1,3,-2
908301,39,1,2016,80,9,110,,-2,,3,-2,8,-2,5,-2,4,-2,,,,,,3,-2
908302,37,1,-2,53,4,140,,0,,1,-5,,-5,,,,,,,,,,,-2
908303,39,2,-2,48,2,75,4,0,4,3,0,10,6,2,-2,-29,4,3,-2,0,5,3,6,-2
908308,39,2,2003,66,3,20,,,,,,,,,,,,,,,,,,-2
908319,39,2,-2,44,2,12,4,0,4,2,0,0,5,-30,-30,3,-30,3,-2,0,0,2,2,-2
908321,39,1,-2,68,6,53,5,-2,3,1,-2,2,-2,1,-2,-29,-2,,,,,,3,-2
908322,39,1,-2,92,7,220,4,-2,4,3,-2,4,-2,2,-2,2,-2,,,,,,2,2
908323,39,1,-2,73,4,120,4,0,2,2,0,0,6,2,-2,0,5,4,-2,0,0,1,3,-2
908328,38,2,1980,-3,4,110,,,,,,,,,,,,,,,,,,-2
908329,39,1,-2,114,6,98,,-2,,1,-2,5,-2,1,-2,1,-2,,,,,,1,3
908332,39,1,-2,34,3,130,4,0,3,3,0,3,7,,,,,,,,,,,-2
908336,39,2,2006,15,9,0,,0,,2,-2,5,11,,,,,,,,,,,-2
908342,39,2,2017,69,2,45,,0,,3,0,,11,3,-2,0,6,,,,,,5,-2
908344,38,2,2003,41,6,16,,7,,,,,,,,,,,,,,,,-2
908350,39,1,2014,64,3,117,,-2,,3,0,,4,,,,,,,,,,,-2
908356,39,2,-2,60,4,19,4,0,4,4,-2,6,6,3,-2,-29,4,3,5,4,2,1,3,-2
908359,39,1,-2,52,5,118,3,-2,0,3,0,0,6,4,-2,0,7,,,,,,5,-2
908360,39,2,-2,13,2,0,5,-2,3,2,-2,2,-2,2,-2,2,-2,,,,,,2,-2
908361,39,2,-2,37,3,0,4,0,4,3,0,3,5,3,-2,4,6,4,-2,0,6,1,2,-2
908363,39,1,-2,125,4,0,,,,,,,,,,,,,,,,,,2
908370,39,2,-2,3,2,0,,,,,,,,,,,,,,,,,,-2
908372,38,2,1997,-3,2,0,4,0,6,,,,,,,,,,,,,,,-2
908373,39,2,-2,88,9,78,,,,,,,,,,,,,,,,,,-2
908377,-3,2,-2,69,5,-3,,,,,,,,,,,,,,,,,,-3
908381,39,1,-2,15,3,110,4,0,3,2,0,4,9,3,-2,-29,8,4,-2,0,8,1,3,-2
908390,39,2,2013,-3,4,0,3,-2,6,4,-2,2,-2,4,-2,-29,-2,,,,,,7,-2
908392,39,2,-2,-3,8,0,5,0,0,2,0,4,10,1,-2,2,6,5,-2,1,5,1,4,2
908394,39,1,2016,45,2,100,,,,,,,,,,,,,,,,,,-2
908397,39,1,-2,91,9,197,5,0,4,1,0,12,9,2,-2,12,7,4,-2,16,6,2,4,-2
908404,39,1,-2,29,2,-3,5,0,2,1,0,1,5,2,-2,2,7,5,-2,0,4,2,4,-2
908406,38,1,-2,47,6,120,4,0,4,2,0,4,9,2,-2,4,3,4,-2,1,0,1,0,-2
908411,39,2,-2,45,4,0,4,0,4,3,0,1,11,2,-2,2,9,4,-2,4,8,2,4,-2
908414,38,2,-2,67,6,62,5,0,0,1,0,1,-3,,,,,,,,,,,-2
908416,-3,2,-2,-3,2,-3,,,,,,,,,,,,,,,,,,-3
908417,38,1,-2,39,2,150,,-2,,3,-2,,-2,,,,,,,,,,,-2
908424,39,2,-2,39,5,0,5,-2,2,2,-2,20,-2,,,,,,,,,,,-2
908430,39,2,1994,-3,4,0,,0,,,,,,,,,,,,,,,,-2
908431,39,2,-2,98,7,12,5,2,1,1,3,1,7,2,-2,1,8,4,5,0,-2,2,2,-2
908433,39,2,-2,57,4,0,5,-2,2,1,-2,1,-2,,,,,,,,,,,-2
908436,39,2,-2,59,7,35,4,-2,6,1,-2,3,-2,1,-2,,-2,,,,,,2,-2
908446,39,2,-2,26,3,9,3,-2,2,3,-2,2,-2,3,-2,4,-2,,,,,,3,-2
908449,39,1,2009,-3,4,125,5,-2,3,2,-2,4,-2,,,,,,,,,,,2
908450,38,2,-2,33,2,0,,-2,,2,,-3,,3,-2,,-2,,,,,,3,-2
908451,-3,1,-2,21,2,-3,,,,,,,,,,,,,,,,,,-3
908456,39,2,-2,86,7,145,4,7,8,2,7,4,10,2,-2,3,5,5,5,0,5,3,3,3
908458,39,2,-2,-3,6,15,,0,,1,0,8,0,1,3,6,10,5,-2,0,7,1,3,-2
908461,39,2,2013,57,6,45,3,5,2,5,0,0,6,3,-2,0,0,,,,,,4,-2
908462,38,2,-2,18,3,0,,5,,2,0,,11,2,-2,,9,5,-2,3,0,1,9,-2
908463,39,1,-2,-3,7,230,,,,1,0,6,10,1,-2,3,6,5,-2,8,6,2,5,2
908464,39,2,-2,220,5,0,5,0,20,1,0,4,-3,,,,,,,,,,,-2
908465,38,1,1999,33,3,155,5,-2,1,,,,,,,,,,,,,,,-2
908466,39,2,-2,45,8,90,5,-2,1,2,-2,4,-2,2,-2,10,-2,,,,,,2,-2
908470,39,1,-2,36,4,110,4,0,10,3,-2,4,10,3,-2,3,8,2,4,0,6,1,2,-2
908472,39,1,-2,32,2,285,5,0,3,1,0,2,6,1,-2,,6,,,,,,1,4
908474,38,1,-2,-3,7,0,4,0,5,2,-5,,-5,,,,,,,,,,,-2
908476,39,2,-2,-3,8,0,5,0,4,2,0,5,10,1,-2,2,6,5,5,4,4,1,3,-2
908480,39,2,-2,79,9,1,,,,1,,-3,,,,,,,,,,,,2
908481,39,1,-2,89,9,500,4,0,2,2,0,4,10,3,-2,2,10,4,-2,2,0,1,3,-2
908482,39,2,-2,36,3,114,4,0,2,2,0,3,6,3,-2,10,9,,,,,,0,2
908484,39,2,-2,57,3,40,,0,,1,0,2,6,-30,-30,4,-30,,,,,,4,-2
908488,39,1,-2,39,3,120,,7,,4,6,0,6,3,-2,-29,6,,,,,,2,-2
908493,39,2,-2,29,4,86,4,0,3,1,0,6,4,1,-2,4,1,5,-2,30,0,1,5,2
908494,39,1,2014,76,9,140,4,0,2,4,3,2,8,5,-2,0,10,,,,,,2,-2
908500,39,2,-2,59,3,18,4,-2,1,2,-2,2,-2,2,-2,6,-2,4,-2,6,7,1,2,2
908501,39,1,-2,58,2,260,4,-2,4,2,-2,0,-2,2,-2,1,-2,,,,,,2,2
908502,39,1,-2,22,4,140,5,-2,1,3,-2,0,-2,3,-2,2,-2,4,-2,10,8,1,3,-2
908503,39,1,1996,70,5,120,3,0,2,,,,,,,,,,,,,,,-2
908507,39,1,2017,43,3,159,5,-2,3,1,-2,6,-2,1,-2,5,-2,,,,,,4,-2
908512,39,1,-2,85,7,170,4,0,3,1,0,3,10,2,-2,3,7,4,-2,8,0,1,3,-2
908521,39,1,-2,28,7,130,4,0,0,1,0,4,6,2,-2,0,10,4,6,8,0,1,3,-2
908524,40,2,-2,-3,9,0,4,2,2,1,0,1,10,2,-2,1,8,5,-2,0,12,1,3,2
908532,-3,1,2003,23,3,-3,,,,,,,,,,,,,,,,,,-3
908534,37,2,-2,15,2,24,,-3,,2,0,1,4,,,,,,,,,,,-2
908543,39,1,2016,43,5,350,4,0,0,3,-2,5,0,3,-2,4,8,,,,,,2,-2
908545,38,1,2005,28,3,80,4,0,3,2,0,,4,,,,,,,,,,,-2
908547,39,2,-2,24,6,50,5,0,4,2,,4,,,,,,,,,,,,-2
908555,38,1,-2,27,4,120,5,0,2,3,0,1,3,3,-2,-29,7,4,-2,2,1,1,1,-2
908556,40,2,-2,54,3,28,4,0,4,2,,2,,2,-2,4,6,,,,,,4,-2
908557,39,2,-2,36,2,0,3,0,2,4,0,0,8,4,-2,14,7,2,-2,10,6,1,3,2
908558,39,1,-2,-3,2,-3,4,0,20,2,0,12,11,3,-2,4,6,2,5,0,4,1,4,-2
908559,37,1,2017,19,2,119,4,6,0,2,0,4,2,3,-27,0,-27,,,,,,5,-2
908560,39,2,-2,60,2,51,,0,,2,0,3,7,,,,,,,,,,,-2
908569,39,1,2005,31,2,116,5,0,8,5,0,4,6,,,,,,,,,,,-2
908571,39,2,-2,31,3,65,4,0,4,2,0,0,9,2,-2,4,8,4,-2,0,7,1,3,-2
908582,39,1,-2,93,9,955,5,0,2,1,0,2,-3,1,-2,3,8,,,,,,3,3
908585,39,2,-2,-3,9,10,,,,,,,,,,,,,,,,,,3
908587,39,2,-2,-3,7,200,5,-2,3,1,-2,0,-2,1,-2,1,-2,,,,,,2,3
908596,39,2,-2,50,9,40,4,0,6,3,0,1,4,,,,,,,,,,,-2
908598,38,1,2019,-3,3,170,5,0,25,3,0,4,4,2,-2,,0,,,,,,6,-2
908604,39,2,-2,103,5,16,4,-2,2,3,,2,,,,,,,,,,,,-2
908606,-3,2,-2,-3,7,-3,,,,,,,,,,,,,,,,,,-3
908607,39,1,2017,42,2,120,5,0,2,4,0,1,6,3,-2,0,4,,,,,,2,-2
908612,38,1,2019,117,3,120,4,-2,1,2,-2,2,-2,2,-2,2,-2,,,,,,8,-2
908614,39,1,-2,68,3,-3,,-2,,3,0,5,0,3,-2,,-2,3,-2,2,0,1,3,-2
908617,38,2,-2,44,2,0,,0,,1,0,-3,10,1,-2,2,5,5,-2,5,0,1,2,-2
908618,39,1,2000,31,4,90,4,0,0,,,,,,,,,,,,,,,-2
908619,39,1,2002,9,3,0,,-3,,,,,,,,,,,,,,,,-2
908627,39,1,-2,55,7,137,4,0,1,2,0,,4,2,-2,,0,4,-2,2,4,1,3,-2
908629,39,2,-2,53,4,0,5,3,1,1,3,3,11,1,-2,,8,,,,,,4,-2
908633,39,2,-2,77,3,0,1,5,3,3,6,2,12,2,-2,3,8,4,-2,1,6,1,3,2
908635,39,1,-2,50,3,150,5,0,2,2,0,4,4,3,-2,4,4,3,-2,6,0,1,4,-2
908636,40,2,2010,-3,4,11,,-2,,4,6,-3,12,,,,,,,,,,,-2
908637,39,2,-2,101,7,0,5,-2,12,1,-2,12,-2,1,-2,12,-2,,,,,,1,2
908641,39,1,-2,43,4,-3,3,0,1,3,0,0,8,3,-2,0,10,2,-2,0,4,1,2,-2
908642,39,1,2013,47,3,110,4,0,2,3,5,0,8,2,-2,,0,,,,,,3,-2
908644,39,2,-2,87,9,35,5,0,2,2,4,4,10,1,-2,8,6,5,-2,3,10,1,3,-2
908647,38,1,2014,120,8,120,5,5,3,1,0,2,4,1,-2,,6,,,,,,5,2
908652,38,2,1998,58,9,0,5,0,6,,,,,,,,,,,,,,,-2
908653,39,1,-2,71,4,140,,0,,1,0,3,6,1,-2,,6,,,,,,5,2
908655,39,1,-2,73,6,120,4,0,10,2,0,3,7,3,-2,6,7,3,5,20,5,1,3,-2
908656,39,2,-2,66,4,0,4,-2,4,4,0,2,5,4,2,5,2,2,-2,2,-2,1,3,-2
908661,39,1,-2,64,6,185,,0,,2,0,0,8,2,-2,-29,6,4,-2,4,4,2,1,-2
908664,39,2,-2,59,2,7,4,-2,2,3,-2,3,-2,3,-2,2,-2,,,,,,5,-2
908665,39,2,2013,44,4,110,4,-2,0,2,-2,2,-2,2,-2,1,-2,,,,,,4,-2
908667,38,1,-2,56,6,0,4,0,2,2,0,2,6,2,-2,-29,7,3,-2,12,9,1,4,1
908671,39,1,-2,23,3,200,5,0,8,1,0,6,8,1,-2,3,5,4,-2,20,7,1,3,-2
908672,39,2,-2,52,4,39,4,0,2,2,0,2,-3,,,,,4,-2,1,8,1,,-2
908675,38,2,2018,45,3,0,4,-2,2,3,-2,4,-2,2,-2,10,-2,,,,,,5,-2
908676,39,2,-2,22,3,-3,4,-2,1,2,-2,-3,-2,,,,,,,,,,,-2
908678,38,1,2010,40,4,-3,3,0,1,2,0,3,8,,,,,,,,,,,-2
908683,39,1,2019,214,2,14,,0,,,,,,,,,,,,,,,,2
908687,-3,1,-2,68,5,0,,-2,,1,-2,-3,-2,,,,,,,,,,,2
908688,39,1,2010,75,5,207,4,0,1,3,0,0,9,,,,,,,,,,,-2
908690,39,1,-2,49,6,150,4,0,3,,,,,,,,,,,,,,,-2
908698,38,2,-2,33,4,35,,,,3,,-3,,,,,,,,,,,,-2
908699,39,2,-2,-3,6,-3,,0,,2,0,4,10,2,-2,,12,,,,,,5,-2
908703,39,2,-2,127,6,110,4,0,8,2,0,12,6,1,-2,8,0,5,-2,0,6,1,2,3
908705,39,1,2014,53,2,240,5,0,2,1,0,,9,1,-2,1,10,,,,,,3,-2
908706,39,2,-2,60,4,0,4,-2,3,2,-2,2,-2,3,-2,-29,-2,,,,,,2,-2
908709,38,1,1994,132,6,65,,0,,,,,,,,,,,,,,,,2
908714,39,2,1987,58,2,6,,,,,,,,,,,,,,,,,,2
908718,39,1,-2,15,7,191,5,0,4,1,0,,4,2,-2,3,-2,5,-2,5,6,1,3,2
908722,39,1,-2,-3,7,130,5,0,2,3,0,4,6,2,-2,0,10,4,-2,2,8,2,4,-2
908730,39,2,-2,48,5,0,4,0,5,3,0,4,9,3,-2,10,8,4,-2,0,10,1,3,2
908737,39,2,2010,38,4,0,,2,,,,,,,,,,,,,,,,-2
908745,39,2,-2,81,6,0,5,0,10,2,0,4,9,1,-2,4,6,5,-2,6,0,1,4,-2
908751,39,1,2012,76,2,130,3,0,0,4,-2,1,9,,,,,,,,,,,-2
908753,39,2,2007,66,4,0,5,0,2,1,0,2,8,,,,,,,,,,,2
908755,39,1,-2,47,4,14,4,0,2,,,,,2,-2,4,2,,,,,,5,-2
908759,-3,2,-2,24,3,-3,,,,,,,,,,,,,,,,,,-3
908768,39,1,2018,65,4,125,4,0,4,3,0,3,2,2,-2,-29,5,,,,,,4,-2
908770,39,2,1980,27,9,9,,,,,,,,,,,,,,,,,,-2
908775,39,2,2016,85,6,30,3,5,8,3,2,10,9,4,-2,2,6,,,,,,3,2
908778,39,2,-2,46,2,1,5,0,2,1,0,2,9,,,,,,,,,,,-2
908782,39,1,-2,78,9,160,4,5,5,4,6,1,6,3,-2,28,9,,,,,,0,-2
908783,-3,1,2005,23,2,-3,,,,,,,,,,,,,,,,,,-3
908785,39,2,-2,45,3,75,3,-2,4,3,0,2,0,3,-2,6,5,4,6,2,4,1,1,-2
908786,39,1,-2,70,5,170,,4,,3,-2,1,9,,,,,,,,,,,-2
908787,37,1,2013,-3,4,165,3,0,4,3,3,2,9,2,4,2,10,,,,,,2,-2
908797,39,1,-2,98,9,180,4,0,7,1,0,3,10,2,-2,15,8,5,-2,15,6,1,0,2
908798,39,1,-2,39,4,79,,,,,,,,,,,,,,,,,,-2
908800,39,2,2013,4,2,0,,,,,,,,,,,,,,,,,,-2
908803,39,2,2017,131,6,121,4,-2,4,2,-2,2,-2,2,-2,2,-2,,,,,,0,3
908805,39,1,2012,67,6,140,4,0,3,2,0,2,3,2,-2,,5,,,,,,1,-2
908807,39,2,2013,36,2,1,,0,,,,,,,,,,,,,,,,-2
908811,39,1,-2,-3,4,195,,,,,,,,,,,,,,,,,,-2
908812,39,2,2014,-3,5,27,,-2,,5,-2,2,-2,5,-2,3,-2,,,,,,2,2
908813,39,2,2010,51,6,14,,,,2,,4,,,,,,,,,,,,-2
908822,38,2,-2,51,8,2,,0,,3,,12,,3,-2,1,0,,,,,,2,-2
908823,39,2,-2,40,5,0,,-2,,2,-2,4,-2,2,-2,0,-2,4,-2,2,8,1,5,-2
908827,39,2,2015,105,6,80,4,5,2,3,4,2,7,3,5,4,10,,,,,,0,-2
908828,39,1,-2,100,4,360,4,0,4,1,0,8,12,2,-2,2,8,3,-2,0,11,1,2,4
908829,39,1,-2,13,2,120,,0,,1,0,,5,2,-2,0,5,4,-2,0,6,1,3,-2
